ID	Content
209	    [NAME] luôn cảm thấy tu luyện rất khó khăn, đối mặt với sự mất mát tu vi, sự lựa chọn bắt đầu lại không thể không lo lắng: nếu bắt đầu lại, liệu mình có thể xây dựng nền tảng thành công và bước vào con đường tiên không? Thế giới mới là tốt hay xấu, có nguy hiểm hay không? Sau nhiều suy nghĩ, [NAME] vẫn quyết định tận dụng khi tu vi còn lại, tìm kiếm một chút tự do. \nSau khi cuộc hỗn loạn của mạt pháp bùng nổ, toàn bộ giới tu luyện tụ tập về trung nguyên để khám phá sự sụp đổ của thiên đạo. [NAME] nhân cơ hội rời xa vòng xoáy trung nguyên, ở vùng biên cương xây dựng cung điện tiên của riêng mình, thống trị hàng triệu phàm nhân, xây dựng quốc gia của mình, sống tự do thoải mái. Tuy nhiên, trong những năm sau đó, tu vi của [NAME] dần dần biến mất theo sự sụp đổ của thiên đạo, cuối cùng bị quân phản loạn trong nước ám sát, không được kết thúc tốt đẹp.
210	    [NAME] luôn cảm thấy mình có thiếu sót trong tu luyện, nhưng giới tu luyện đầy rẫy gian nan, sự nhòm ngó của kẻ thù, trách nhiệm của môn phái khiến [IT] không thể quyết định tái tu. Giờ đây vận mệnh đã định, ngược lại đã giải quyết được khúc mắc trong lòng [NAME]. [NAME] trở thành một trong những người tiên phong bước vào con đường. Mặc dù tu vi bị mất hết, nhưng con đường tiên mới đã mở ra trước mắt [NAME].
211	    [NAME] vốn rất ghét tranh đấu, chỉ muốn yên tĩnh tu luyện. Dù nói việc đến đại thiên thế giới tình hình chưa rõ, nhưng giờ đây đối mặt với cuộc hỗn loạn chắc chắn bùng nổ trong thế giới này, [NAME] không thể tránh khỏi. \nSau một chút do dự ngắn ngủi, [NAME] quyết định bước vào con đường trở về tịch diệt, đến thế giới mới để tái tu. Mặc dù tu vi bị mất hết, nhưng con đường tiên mới đã mở ra trước mắt [NAME].
212	    Đối mặt với cuộc đại loạn sắp xảy ra trong giới tu luyện, [NAME] mặc dù có ý định đi trước đến thế giới mới, nhưng vẫn không thể buông bỏ những người thân yêu của mình, nên tạm thời ở lại thế giới này. \nSau khi cuộc hỗn loạn của mạt pháp bùng nổ, trung nguyên trở thành trung tâm của hỗn loạn. Sự bảo vệ của [NAME] không chỉ không mang lại sự bình yên cho người thân, mà còn thu hút kẻ thù mạnh mẽ, mang lại tai họa cho họ. Rơi vào vòng xoáy thù hận, [NAME] cuối cùng cũng không thể tránh khỏi, ngã xuống trên con đường báo thù.
213	    [NAME] dự đoán cuộc đại loạn sắp đến, lòng không nỡ, mặc dù biết sức mình như muối bỏ bể, nhưng vẫn liên kết với một số đồng môn thành lập tổ chức bảo vệ các tu sĩ cấp thấp. \nMặc dù [NAME] không lâu sau khi cuộc hỗn loạn của mạt pháp bùng nổ đã ngã xuống, nhưng khi sự sụp đổ của thiên đạo gia tăng, mọi người mất tu vi, hỗn loạn cũng dần dần lắng xuống. Nhiều tu sĩ được hưởng ân huệ tìm thấy thân thể chuyển thế của [NAME], bảo vệ [NAME] vượt qua thời gian cuối cùng của sự hòa hợp giữa hai thế giới, và dẫn dắt [NAME] bước vào con đường tiên.
214	    [NAME] dự đoán được sự hỗn loạn sắp đến, mặc dù hiểu rằng việc ở lại thế giới này rất nguy hiểm, nhưng cũng nhận ra rằng một cơ hội chưa từng có đang đến. Ngay khi cuộc hỗn loạn cuối pháp bắt đầu bùng nổ, [NAME] đã tận dụng lợi thế thông tin của mình để tích lũy một lượng lớn tài nguyên quý giá, và đã niêm phong chúng ở một nơi bí mật, sau đó kịp thời dừng lại. [NAME] biết rằng, nếu mọi việc diễn ra suôn sẻ, sau khi hai thế giới hòa nhập, nếu tìm được kho báu này, nguồn tài nguyên này sẽ giúp con đường tu luyện của mình trở nên dễ dàng, đạt được hiệu quả cao mà không tốn nhiều công sức! Với tầm nhìn như vậy, [NAME] thông qua con đường trở về cõi tịch diệt để trở lại thế giới lớn, bắt đầu lại con đường tu luyện.
215	    [NAME] dự đoán được sự hỗn loạn sắp đến, mặc dù hiểu rằng việc ở lại thế giới này rất nguy hiểm, nhưng cũng nhận ra rằng một cơ hội chưa từng có đang đến. Ngay khi cuộc hỗn loạn cuối pháp bắt đầu bùng nổ, [NAME] đã tích lũy được một lượng lớn tài nguyên quý giá nhờ vào lợi thế thông tin của mình, nhưng [NAME] đã không kịp dừng lại và cuối cùng bị người khác nhắm đến, rơi vào tay kẻ thù sau một cuộc truy đuổi. Tất cả kế hoạch đều trở thành mây khói, chỉ để người khác hưởng lợi, thật sự vô phương cứu chữa.
216	    [NAME] hiểu rõ sự nguy hiểm của việc này, nếu theo đuổi sự hoàn hảo tuyệt đối, có lẽ sẽ phản tác dụng. Vì vậy, [NAME] quyết định từ bỏ thân thể tiên nhân của mình, cưỡng chế hạ sinh trong bụng của một cô gái độc thân ở một thị trấn hẻo lánh. Sau khi cuộc hỗn loạn cuối pháp bùng nổ, quả thật không ảnh hưởng đến thị trấn nơi [NAME] hạ sinh, [NAME] đã lớn lên thuận lợi và sau đó trở lại thế giới lớn. Mặc dù việc cưỡng chế hạ sinh đã mất đi nền tảng tiên gia, nhưng cảm ngộ và tu luyện vẫn còn, nhờ vào những tích lũy này, [NAME] đã bắt đầu lại con đường tiên nhân của mình, nhưng con đường này đầy chông gai, tương lai ra sao vẫn chưa thể biết…
217	    [NAME] muốn lấy thân thể tiên nhân của mình làm nền tảng để tái tạo lại thân thể, từ đó hạ sinh. Điều này chắc chắn sẽ tạo nền tảng vững chắc nhất cho việc tu luyện sau này. Tuy nhiên, tốc độ tan vỡ của thiên đạo vượt quá mọi dự đoán. [NAME] trong lúc sắp thành công thì lại thất bại, thân thể tiên nhân bị phá hủy, bị cưỡng chế rơi vào luân hồi. Mặc dù nền tảng vẫn còn, nhưng khi trở lại luân hồi, [NAME] đã mất đi ký ức kiếp trước, liệu tương lai có thể trở lại cửa tiên hay không, có thể tìm lại nền tảng kiếp trước hay không còn phải xem số phận ra sao…
218	    [NAME] muốn lấy thân thể tiên nhân của mình làm nền tảng để tái tạo lại thân thể, từ đó hạ sinh. Điều này chắc chắn sẽ tạo nền tảng tốt nhất cho việc tu luyện sau này. Tuy nhiên, tốc độ tan vỡ của thiên đạo vượt quá mọi dự đoán. [NAME] thấy rằng tình hình không khả thi, chỉ còn cách ngừng việc tạo hình thân thể, cưỡng chế hạ sinh và trở lại thế giới lớn trước khi hai thế giới hòa nhập, bắt đầu lại con đường tiên nhân. Mặc dù thân thể chưa hoàn thiện nhưng vẫn có nền tảng tiên nhân, và ký ức, cảm ngộ vẫn còn, tự nhiên vượt trội hơn người khác. Nhưng liệu có thể trở lại vị trí tiên nhân hay không, không ai có thể dự đoán…
219	    Khi sự hỗn loạn sắp đến trong giới tu luyện, các môn phái đã giải tán [NAME] cùng nhiều đệ tử ngoại môn. Mặc dù sự hòa nhập giữa hai thế giới là một sự kiện lớn, nhưng đối với chúng sinh trần thế lại không có ảnh hưởng gì nhiều, mọi thứ sẽ diễn ra trong âm thầm. Do đó, bạn đã ngụ ý rằng những rối ren trong giới tu luyện sắp đến, nhắc nhở các đệ tử ngoại môn tự bảo vệ mình trước, tránh xa giới tu luyện.
220	    Khi sự hỗn loạn sắp đến trong giới tu luyện, [NAME] cùng nhiều đệ tử đã được các trưởng lão thông báo sự thật, mọi người đều ngỡ ngàng. Các trưởng lão trong phái chủ yếu chia thành hai phái: những người muốn trở về thế giới lớn trước sẽ rời đi thông qua con đường mà Tiểu Khí Khôn để lại; nhưng cũng có một số trưởng lão vì nhiều lý do phải ở lại thế giới này. Các đệ tử như [NAME] có thể chọn theo một trong hai phái tùy theo ý muốn của mình…
221	    Khi sự hỗn loạn sắp đến trong giới tu luyện, [NAME] cùng nhiều trưởng lão đã tụ họp lại, thảo luận về việc đi hay ở trong tương lai. Mặc dù thế giới này chắc chắn sẽ trở về thế giới lớn, nhưng quá trình hòa nhập tự nhiên giữa hai thế giới còn cần hơn trăm năm, trong quá trình này, tu vi của mọi người cũng sẽ không đột ngột biến mất. Vì vậy, ngoài một số người chuẩn bị trở về thế giới lớn sớm, vẫn còn nhiều người chuẩn bị ở lại thế giới này, hoặc ổn định thân nhân, hoặc tìm kiếm cơ hội trong hỗn loạn…
222	    Khi sự hỗn loạn sắp đến trong giới tu luyện, nhiều tiên nhân đã đạt đến đỉnh cao của pháp luật thế gian tuy không biết nguyên do, nhưng đều cảm nhận được sự tan vỡ của thiên đạo ngay lập tức. Đối mặt với sự biến đổi lớn này, các tiên nhân cũng có những hành động riêng: có người muốn liên kết với các tiên nhân khác để vá lại thiên đạo, có người muốn quan sát sự thay đổi… Tuy nhiên, đối với những người như [NAME] biết nguyên do, con đường chỉ có một: Khí Khôn mở ra, thế giới này sau trăm năm chắc chắn sẽ hòa nhập vào thế giới lớn, nếu không hạ thấp phẩm vị trở về thân phận trần gian trước khi điều đó xảy ra, dưới sự tan vỡ của thiên đạo, cuối cùng khó tránh khỏi bị cưỡng chế rơi vào khổ nạn, khi đó trở lại luân hồi, ký ức thậm chí cũng không thể bảo toàn.
223	    Một tu sĩ bình thường, chỉ nhận được một chút giúp đỡ từ đệ tử của Thái Nhất Môn cách đây hơn trăm năm. Khi nghe tin Thái Nhất Môn bị diệt, người này lập tức chạy đến, hy vọng có thể bảo vệ một chút hương khói của Thái Nhất Môn. Mặc dù người này không có cơ duyên lớn lao, cũng không có nền tảng xuất sắc, nhưng khi đối mặt với sự liên kết tiêu diệt của các môn phái lớn, tu sĩ này vẫn theo đuổi trái tim của mình để đứng lên, chỉ vì lý tưởng trong lòng. Nhân quả trong giới tu luyện đã chuyển động hàng ngàn năm, có lẽ không nằm ở những kẻ chính tà, không nằm ở những bậc đại năng cổ xưa, mà chính là do những người bình thường, nhưng lại tuân theo lý tưởng trong lòng như những tu sĩ bí ẩn này duy trì.
224	    Ngày nay, Khí Khôn đã mở ra, hai thế giới hòa nhập, công đức lớn lao đảo ngược thế giới này chính là do nhánh phụ của Thái Nhất Môn thúc đẩy. Và những tu sĩ bí ẩn trước đây đã bảo vệ cho điều này trở thành chìa khóa, do đó được ban cho công đức. Trong câu chuyện tiếp theo, những tu sĩ bí ẩn được ban cho công đức chắc chắn sẽ mở ra một đoạn đường tiên nhân mới trong thế giới lớn đã mở ra.


