ID	Name	Desc
583	Gian Điệp	[NAME] điều hành một cửa hàng tạp hóa ở kinh thành, [IT] có vẻ ngoài bình thường, không khéo ăn nói, là một người có vẻ rất bình thường. Tuy nhiên, [IT] lại là một điệp viên bí mật được kẻ thù đào tạo, được huấn luyện kỹ năng nhẹ nhàng và nghe lén, lén lút ở kinh thành, cố gắng nắm bắt tình hình triều đình.
584	Đạo Tặc	[NAME] sống bằng nghề trộm cắp, nhưng [ITS] kỹ năng rất kém, thường xuyên bị người khác bắt, luôn bị đám đông tức giận đánh đập. Số phận bi thảm này khiến [IT] bị thương khắp người, khiến việc trộm cắp trở nên khó khăn hơn.
585	Bái Thủ	[NAME] có một khả năng nhạy cảm kỳ diệu, [IT] có thể nhìn ra một người có tiền hay không, và tiền của họ được cất giấu ở đâu. Vì vậy, [IT] có thể dễ dàng chọn những người không phòng bị và lấy tiền từ họ.
586	Đại Thiện Nhân	[NAME] là một đại phú hộ nổi tiếng trong vùng, [IT] rất nhiệt tình và hay giúp đỡ người khác, danh tiếng tốt xa gần. [NAME] có một giấc mơ phiêu bạt giang hồ, nhưng cơ thể quá yếu không thể học võ, vì vậy [IT] thích nhất là hỗ trợ những người hào phóng thất thế.
587	Lạc Tuyển Tú Tài	[NAME] một lòng muốn thi cử đỗ đạt, nhưng nhiều lần thất bại. Những thất bại liên tiếp khiến [IT] trở nên hốc hác, kiệt quệ cả thể xác lẫn tinh thần.
588	Cung Đình Thực Quan	[NAME] là một quan chức trong cung đình, [IT] có nhiệm vụ nếm thử món ăn hàng ngày của hoàng đế xem có đạt yêu cầu không. Từ một khía cạnh nào đó, đây là một cuộc sống chỉ cần mở miệng đã có thức ăn, [NAME] vì vậy trở nên lười biếng và chán nản.
589	Nha Dịch	[NAME] là một lính canh của chính phủ, [IT] có nhiệm vụ canh giữ nhà tù và thi hành án phạt khi cần thiết. [NAME] rất thích cảm giác cây gậy đánh mạnh vào cơ thể, điều này khiến [IT] cảm thấy cuộc sống của mình thật may mắn.
590	Vũ Sư Nhân	[NAME] rời bỏ quê hương nghèo khó để kiếm sống, [IT] gia nhập một đoàn kịch để biểu diễn lưu diễn. Bởi vì [IT] nhanh nhẹn, trung thực, trưởng đoàn đã giao cho [IT] nhiệm vụ quan trọng là múa lân, [IT] cũng thường xuyên nhận được những tràng pháo tay khen ngợi vì màn biểu diễn xuất sắc.
591	Đạo Sĩ	[NAME] vì cơ thể yếu ớt bẩm sinh, đã sống lâu dài tại một đạo quán địa phương để dưỡng bệnh. Thời gian dài tiếp xúc đã khiến [IT] có hứng thú sâu sắc với các triết lý của Đạo giáo, không lâu sau [IT] đã xuất gia trở thành một đạo sĩ.
592	Hòa Thượng	[NAME] vì một cú sốc tình cảm nghiêm trọng mà tâm hồn như đã chết. Để trốn chạy khỏi nỗi đau mà thế giới mang lại cho [IT], [IT] đã cắt đứt mọi ràng buộc, xuất gia trở thành một nhà sư.
593	Đạo Quan Quan Chủ	[NAME] là trụ trì của một đạo quán nhỏ ở quê. Ngoài việc tụng kinh tu đạo hàng ngày, [IT] còn thường xuyên dùng y thuật của mình giúp dân làng chữa bệnh. Do đó, mặc dù đạo quán không lớn, nhưng danh tiếng của nó trong vùng cũng không nhỏ.
594	Trại Chủ	[NAME] là thủ lĩnh của một băng nhóm, sống bằng cách cướp bóc các thương khách đi qua. Mặc dù [NAME] làm nghề cướp, nhưng rất có nguyên tắc, nếu không kháng cự, tuyệt đối sẽ không làm tổn thương đến mạng sống của người khác.
595	Đoạt Mệnh Thần Y	[NAME] là một đại phu, [ITS] y thuật rất kỳ diệu. Nhưng sau khi chữa trị cho một người quyền quý, [IT] lại bị chính bệnh nhân của mình báo đáp bằng cách phản bội. Từ đó, tính cách của [IT] đã thay đổi lớn, bắt đầu lợi dụng y thuật của mình để âm thầm đoạt mạng sống của người khác. [IT] đầu tiên đã đoạt mạng cả gia đình của người quyền quý đã phản bội mình.
596	Thiên Băng	[NAME] là người duy nhất sống sót sau một trận thiên tai ở quê hương. Trong cơn thiên tai, [IT] đã bị khí tức cuồng bạo xâm nhập vào cơ thể, mang theo bệnh tật, nhưng cũng vì vậy mà có được cảm giác vượt trội hơn người.
597	Diệt Môn Chi Hận	[NAME] quê hương bị giáo phái ác độc phá hủy và tàn sát. Điều này khiến [IT] mất đi tất cả người thân và gieo vào lòng [IT] hạt giống của sự thù hận. [NAME] một lòng báo thù, tuyệt đối không lãng phí thời gian vào những chuyện vặt vãnh của cuộc sống.
598	Hàn Dạ	[NAME] đã từng trải qua một đêm thảm họa lạnh giá. Kinh nghiệm lạnh lẽo và thiếu ánh sáng kéo dài hàng tháng, đói khát đã khiến [IT] có sự ám ảnh bất thường với thức ăn.
599	Trùng Tai	Thị trấn nơi [NAME] sống đã xảy ra một trận dịch côn trùng: tất cả thực phẩm và động vật đều bị côn trùng ăn hết, người dân chỉ có thể trốn trong những cái hố. Để sinh tồn, trong suốt mười mấy ngày dịch côn trùng, mọi người chỉ có thể ăn côn trùng để no bụng. Những trải nghiệm kinh hoàng này đã trở thành cơn ác mộng không thể xóa nhòa của [NAME].
600	Ngoạn Hỏa Tự Phần	[NAME] từ nhỏ đã thích lửa, một lần chơi lửa lén lút đã gây ra hỏa hoạn. Mặc dù [IT] may mắn sống sót sau thảm họa, nhưng lần đó đã để lại cho [IT] những vết sẹo kinh hoàng trên cơ thể.
601	Hỏa Tai Hạnh Tồn	Nhà của [NAME] đã bị một trận hỏa hoạn thiêu rụi, điều này đã để lại cho [IT] những ký ức kinh hoàng. Mặc dù thảm họa đã khiến [IT] trở nên mạnh mẽ hơn, nhưng cho đến nay, mỗi khi [NAME] thấy lửa, [IT] vẫn cảm thấy sợ hãi và mất kiểm soát.
602	Lôi Kích	[NAME] đã từng bị sét đánh trúng, từ đó không thể đi lại như người bình thường. Nhưng từ đó trở đi, [ITS] đầu óc trở nên cực kỳ sáng suốt, học hỏi rất nhanh.
603	Kỳ Độc Triền Thân	[NAME] khi còn nhỏ đã vô tình ăn phải một loại cây kỳ lạ, do đó bị nhiễm một loại độc tố kỳ quái. Loại độc tố này làm cho [IT] cơ thể yếu ớt, nhưng cũng mang lại cho [IT] sự nhạy bén kỳ lạ trong cảm nhận.
604	Thất Minh Nhân	[NAME] đã từng gặp một tai nạn khiến [IT] bị mù lòa, nhưng điều này lại kích thích khao khát phấn đấu của [IT]. Trong những năm tiếp theo, [IT] đã đạt được những thành tựu nghệ thuật đáng chú ý, trở thành một nghệ sĩ mù nổi tiếng.
605	Tà Giáo Cổ Chủng	[NAME] đã từng bị một giáo sĩ tà đạo cấy vào một loại côn trùng, coi như là một cái bình để nuôi côn trùng. Mặc dù sau đó giáo sĩ tà đạo này đã bị tiêu diệt và [IT] được cứu, nhưng trải nghiệm kinh hoàng này cũng để lại cho [ITS] cơ thể những vết thương không thể xóa nhòa.
606	Tiên Nhân Thác Mộng	[NAME] đã từng được một vị tiên gửi mộng, vị tiên đã truyền cho [IT] nhiều kiến thức tu luyện, và để lại trong tâm trí [IT] một tọa độ bí ẩn.
607	Tiền Thế Vị Tận	[NAME] không biết chuyện gì đang xảy ra, nhưng trong đầu [IT] luôn xuất hiện những mảnh ký ức khó hiểu. Điều này đã gây cản trở nghiêm trọng cho việc học tập và cuộc sống của [IT].
608	Kỳ Ngộ	[NAME] đã vô tình ăn phải một viên thuốc nghìn năm, điều này đã khiến [IT] trải qua quá trình tẩy tủy và nhận được thân thể khỏe mạnh cùng với tài năng tu luyện tuyệt vời.
609	Lang Tai	[NAME] là một trong những người sống sót sau thảm họa sói Bắc, [IT] đã nhờ vào khả năng phi thường của mình mà bỏ lại đồng đội và gia đình, cuối cùng thoát khỏi hàng nghìn con sói đói, điều này không thể không nói là một sự may mắn. Nhưng điều này cũng khiến [ITS] những năm còn lại đầy hối hận, ngày đêm hành hạ linh hồn [ITS].
610	Lỗ Quốc Học Giả	[NAME] là một học giả đến từ nước Lỗ, [ITS] kiến thức vượt trội nhưng không am hiểu thế sự, khi đi qua một thị trấn nhỏ ở phương Nam, đã bị một xưởng đen lừa đảo lấy đi giấy tờ và bị bắt làm lao động khổ sai. Nhiều năm bị bóc lột đã khiến [ITS] cơ thể bị tổn hại nghiêm trọng, để tiếp tục học tập, [IT] đã tìm mọi cách để trốn thoát.
100000	Âm Thần Đoạt Xá	[NAME] đã dùng âm thần để chiếm đoạt thân thể của người khác, và do đó [IT] cũng đã tổn thương linh hồn của mình.
100001	Dương Thần Đoạt Xá	[NAME] đã dùng dương thần để chiếm đoạt thân thể của người khác.
100002	Luân Hồi Giả	Linh hồn của [NAME] đến từ một thế giới xa xôi, do số phận gọi mời mà hạ phàm. Mặc dù cái chết và luân hồi có thể rửa sạch ký ức của [ITS], nhưng mỗi lần tái sinh, số phận đều chỉ dẫn [IT] đi trên con đường tương tự. Trong khi [NAME] bị ràng buộc bởi số phận, [IT] cũng tận hưởng những món quà mà số phận mang lại, mặc dù [IT] không thể nhận ra tất cả những điều này.
100003	Luân Hồi Giả	Linh hồn của [NAME] đến từ một thế giới xa xôi, do số phận gọi mời mà hạ phàm. Mặc dù cái chết và luân hồi có thể rửa sạch ký ức của [ITS], nhưng mỗi lần tái sinh, số phận đều chỉ dẫn [IT] đi trên con đường tương tự. Trong khi [NAME] bị ràng buộc bởi số phận, [IT] cũng tận hưởng những món quà mà số phận mang lại, mặc dù [IT] không thể nhận ra tất cả những điều này.
100004	Luân Hồi Giả	Linh hồn của [NAME] đến từ một thế giới xa xôi, do số phận gọi mời mà hạ phàm. Mặc dù cái chết và luân hồi có thể rửa sạch ký ức của [ITS], nhưng mỗi lần tái sinh, số phận đều chỉ dẫn [IT] đi trên con đường tương tự. Trong khi [NAME] bị ràng buộc bởi số phận, [IT] cũng tận hưởng những món quà mà số phận mang lại, mặc dù [IT] không thể nhận ra tất cả những điều này.
100005	Luân Hồi Giả	Linh hồn của [NAME] đến từ một thế giới xa xôi, do số phận gọi mời mà hạ phàm. Mặc dù cái chết và luân hồi có thể rửa sạch ký ức của [ITS], nhưng mỗi lần tái sinh, số phận đều chỉ dẫn [IT] đi trên con đường tương tự. Trong khi [NAME] bị ràng buộc bởi số phận, [IT] cũng tận hưởng những món quà mà số phận mang lại, mặc dù [IT] không thể nhận ra tất cả những điều này.
100006	Luân Hồi Giả	Linh hồn của [NAME] đến từ một thế giới xa xôi, do số phận gọi mời mà hạ phàm. Mặc dù cái chết và luân hồi có thể rửa sạch ký ức của [ITS], nhưng mỗi lần tái sinh, số phận đều chỉ dẫn [IT] đi trên con đường tương tự. Trong khi [NAME] bị ràng buộc bởi số phận, [IT] cũng tận hưởng những món quà mà số phận mang lại, mặc dù [IT] không thể nhận ra tất cả những điều này.
100007	Tiên Đồ Chi Ước	[NAME] là hóa thân của một tu luyện giả, kiếp trước vì thảm họa do thiên đạo chuyển giao mà ngã xuống, mặc dù đã trải qua kiếp luân hồi, nhưng những lời hứa đã ghi khắc trong nguyên thần của [NAME] vẫn còn đó. Dưới sự dẫn dắt của lời hứa nguyên thần, kiếp này [NAME] định mệnh lại kết duyên với tiên. Liệu sẽ có câu chuyện gì đang chờ đợi [IT]? Hiện tại không ai biết...
100008	Tiên Đồ Chi Ước	[NAME] là hóa thân của một tu luyện giả, kiếp trước vì thảm họa do thiên đạo chuyển giao mà ngã xuống, mặc dù đã trải qua kiếp luân hồi, nhưng những lời hứa đã ghi khắc trong nguyên thần của [NAME] vẫn còn đó. Dưới sự dẫn dắt của lời hứa nguyên thần, kiếp này [NAME] định mệnh lại kết duyên với tiên. Liệu sẽ có câu chuyện gì đang chờ đợi [IT]? Hiện tại không ai biết...
100009	Tiên Đồ Chi Ước	[NAME] là hóa thân của một tu luyện giả, kiếp trước vì thảm họa do thiên đạo chuyển giao mà ngã xuống, mặc dù đã trải qua kiếp luân hồi, nhưng những lời hứa đã ghi khắc trong nguyên thần của [NAME] vẫn còn đó. Dưới sự dẫn dắt của lời hứa nguyên thần, kiếp này [NAME] định mệnh lại kết duyên với tiên. Liệu sẽ có câu chuyện gì đang chờ đợi [IT]? Hiện tại không ai biết...
200001	Điều Bì Tiểu Quỷ	[NAME] từ nhỏ đã nghịch ngợm, thích ăn lười biếng. Mặc dù thành tích ở trường tư không nổi bật, nhưng [IT] không học hành gì mà vẫn luôn có thể vượt qua các kỳ thi nhờ vào trí thông minh thiên bẩm, khiến mọi người phải kinh ngạc. Tuy nhiên, [NAME] lại có một cảm giác công lý rất mạnh mẽ, điều này đến từ sự giáo dục của bà ngoại, người đã nuôi dưỡng [IT].
200002	Tổng Bộ Đầu	Triều đình đã thành lập đội tuần tra bí mật để điều tra các vụ án nghiêm trọng, mỗi đội gồm nhiều thành viên ưu tú. [NAME] đã được chọn làm đội trưởng đội hai nhờ vào tài năng vượt trội của mình. [IT] rất được các thành viên trong đội yêu mến và kính trọng (đó là điều [IT] nghĩ như vậy).
200003	Đại Đầu Quái Anh	Gia đình của [NAME] có họ ghép, chơi chữ, là con thứ ba, nên có tên như vậy. [IT] sinh ra với cái đầu to, nhưng mặt đầy nếp nhăn, trông như người già. Hơn nữa, khớp của [IT] cứng đờ, không thể cúi đầu, không thể gập đầu gối, mọi người cho rằng điều này không tốt, nên tránh xa. Tuy nhiên, [IT] rất thông minh, có thể nói chuyện sau một trăm ngày. Chín tuổi đã có thể cầm bút viết văn, lời nói ra thành câu, khiến mọi người không khỏi kinh ngạc.
200004	Nhã Nghệ Kỳ Nhân	[NAME] lớn lên thích vui chơi, [IT] tinh thông cờ vây, hiếm khi gặp đối thủ, thông thạo âm nhạc nhưng lại không có tri kỷ, vì vậy [IT] đã đi khắp nơi. Mọi người ở đâu cũng đều cho rằng [IT] có vẻ ngoài kỳ quái, cho rằng [IT] là xác chết sống lại, nên tránh xa. [IT] cũng vì thế mà tự xưng là "xác chết vui chơi".
200005	Quai Hài Tử	[NAME] sinh ra trong một gia đình khá giả, gia đình hòa thuận. [IT] có sức mạnh kỳ lạ, từ nhỏ đã thích bảo vệ người khác, quyết tâm phải kiếm được trăm lượng bạc để mua cho cha mẹ một căn nhà lớn. Đã từng bị một đạo sĩ lưu động nói rằng [IT] có số phận thành công muộn.
200006	Khẩn Hoang Nhân	Khi trưởng thành, [NAME] nhận ra rằng trăm lượng bạc không đủ để mua nhà, nên đã từ bỏ giấc mơ này, chuyển sang khai hoang, tận hưởng cảm giác bất ngờ khi thỉnh thoảng đào được những vật không đáng giá nhưng hiếm có, và đã nói dối cha mẹ về giá trị của những vật đó. [IT] đã kết bạn với những người cùng sở thích này, cùng nhau đi trên con đường khai hoang.
200007	Phú Gia Công Tử	[NAME] là hài tử trưởng của một quý tộc nước ngoài, điều kiện gia đình tốt đã khiến [IT] hình thành tính cách kiêu ngạo và khó bảo, nhưng [IT] vẫn nhận được giáo dục tốt và thể hiện tài năng nghệ thuật và kiến trúc rất cao.
200008	Dị Bang Tử Nhân	Trong một lần trò chuyện, [NAME] đã biết được từ một người bạn đi du lịch khắp nơi về phong cách kiến trúc phương Đông, [IT] yêu thích kiến trúc nên rất hứng thú. Vì vậy, dưới sự hỗ trợ của gia đình, [IT] đã đến Trung Nguyên, muốn tự mình học hỏi và tìm hiểu về kỹ thuật "mộng".
200009	Hài Đồng Lĩnh Tụ	[NAME] từ nhỏ đã có tài năng vượt trội, nhưng [IT] không dựa vào sức mạnh để áp bức người khác. Với tính cách ngay thẳng và nghĩa hiệp, [IT] được người khác tin tưởng, là lãnh đạo trong mắt những đứa trẻ xung quanh.
200010	Tiểu Tiêu Sư	Nhờ vào võ công xuất sắc, [NAME] trở thành một trong những nhân viên bảo vệ của một văn phòng bảo vệ mở tại gần quê hương [IT]. Mặc dù hiện tại chưa có danh tiếng gì, nhưng [IT] vẫn kiên trì luyện tập, âm thầm quyết tâm trở thành trưởng văn phòng bảo vệ.
200011	Nông Gia Nha Đầu	[NAME] sống ở nông thôn cùng với bà ngoại, trong khi cha mẹ [ITS] thường xuyên đi làm ăn xa. [IT] luôn đầy hứng thú với thiên nhiên.
200012	Nông Mục Chuyên Gia	[NAME] đã học được nhiều kiến thức phong phú về nông nghiệp và chăn nuôi từ bà ngoại. Nhờ vào sự hiểu biết sâu sắc về động thực vật, [NAME] luôn quản lý tốt các loại cây trồng, gia súc và gia cầm, việc thu hoạch liên tiếp không phải là điều khó khăn.
200013	Bị Khí Chi Nhân	Khi [NAME] ra đời, một trận lũ lụt lớn đã xảy ra. Người dân trong làng cho rằng [IT] là đứa con không may, vì vậy cha ruột của [IT] đã vứt bỏ [IT] trong núi sâu.
200014	Hắc Thị Kiên Khách	[NAME] đã sống sót một cách khó khăn, trời biết có phải đã tiêu hết vận may của cả đời hay không. [IT] yếu đuối đã sống mưu sinh bằng một chút thông minh trên chợ đen, [IT] bắt đầu hiểu một chân lý: thế gian xô bồ, đều vì lợi ích; thế gian nhốn nháo, đều vì lợi lộc.
200015	Thân Thế Bất Minh	[NAME] cũng không nhớ mình đến từ đâu, từ khi có ký ức, [IT] đã ngồi trên chiếc xe ngựa đặc biệt của mình lang thang khắp nơi.
200016	Tửu Quỷ Thương Nhân	[NAME] thích sưu tầm những đồ vật kỳ lạ, [IT] đã cất giấu những báu vật thu thập được trên xe của mình, vừa lang thang vừa bán cho những người có duyên. [NAME] thích uống rượu, luôn mang theo một cái khung hàng mini, chứa các công cụ sinh nhai như bàn tính và rượu.
200017	Độc Sinh Nữ	[NAME] sinh ra trong một gia đình giàu có, là con gái duy nhất trong gia đình, được cha mẹ yêu thương và được gia đình đầu tư phát triển. Do đó, từ nhỏ [IT] đã phải gánh vác kỳ vọng lớn từ cha mẹ.
200018	Siêu Cấp Ngẫu Tượng	Khi trưởng thành, [NAME] sống ở thành phố Ngắm Biển, nhưng gặp nhiều khó khăn. Trong một cơ hội tình cờ, [IT] gia nhập một nhóm nghệ sĩ đang gặp khó khăn. Mặc dù [NAME] có tính cách hướng nội và thường có một chút bi quan, nhưng dịu dàng và kiên cường, không bao giờ dễ dàng khuất phục trước khó khăn, cuối cùng nhờ sự giúp đỡ của bạn bè, [IT] đã trở thành người nổi tiếng ở thành phố Ngắm Biển.
200019	Thành Giao Khí Anh	[NAME] khi còn nhỏ đã bị gia đình bỏ rơi trong bụi cỏ bên ngoài thành phố, tình cờ được một băng nhóm trộm mộ gần đó nhặt về nuôi dưỡng. Nhiều năm sống trong môi trường trộm cắp đã giúp [IT] phát triển tài năng không bình thường trong việc ăn cắp, theo hồi ức của một thủ lĩnh băng nhóm không muốn tiết lộ danh tính, kể từ khi Tiểu Yến học biết chạy nhảy, mỗi ngày đều có đồ vật mất mát trong ngôi nhà cũ của tổ chức...
200020	Lương Thượng Phi Tặc	Khi lớn lên, [NAME] có những chuyến đi không cố định, xuất hiện mà không thấy bóng dáng. Nhưng dường như [IT] có tình cảm đặc biệt với các thanh xà, thỉnh thoảng có thể thấy bóng dáng [ITS] trên các thanh xà của những gia đình giàu có trong thành phố, đôi khi cũng có thể tìm thấy tiền riêng mà [IT] để lại trên thanh xà của những gia đình nghèo khó.
200021	Hoài Mộng Trĩ Tử	[NAME] từ nhỏ đã mơ ước về công lý, ngay khi [IT] vừa hiểu chuyện, đã may mắn gặp được một tiền bối nổi tiếng trong nghề bắt giữ. Tiền bối đã bị [IT] cảm hóa bởi lòng dũng cảm, đồng ý dẫn [IT] bên cạnh để chỉ dạy. Cậu bé cũng thuận lợi bước vào hành trình theo đuổi ước mơ.
200022	Tự Do Bộ Khoái	Khi lớn lên, [NAME] theo chân tiền bối trở thành một người bắt giữ, nhưng sau khi gặp nhiều thực tế khó khăn, [IT] cảm thấy ước mơ trở thành một bóng ma, và đã cắt đứt quan hệ với tiền bối của mình. Sau khi rời khỏi Lục Thất Môn, [IT] đã trở thành một "người bắt giữ tự do", bảo vệ thành phố Ngắm Biển bằng chính đôi tay của mình.
200023	Thiên Ngoại Chuyển Sinh	[NAME] là một khối hỗn độn từ bên ngoài rơi xuống nhân gian, nhưng đáng tiếc do góc độ rơi không đúng, đã làm hỏng nền tảng, và cũng quên đi sứ mệnh thiêng liêng mà mình phải gánh vác.
200024	Trà Quán Thuyết Thư	Khi lớn lên, [NAME] trở thành một người kể chuyện, tác phẩm trường thiên của [IT] mang tên "Hồi Ký Tu Tiên" đã nhận được sự yêu mến của thính giả. Tuy nhiên, người này thường xuyên bị trễ hạn, mỗi khi thính giả phàn nàn, [IT] chỉ đáp lại bằng câu "sắp xong, sắp xong", khiến người khác rất khó chịu.
200025	Số Học Quỷ Tài	[NAME] từ nhỏ đã thông minh, tinh thông môn toán. Được cho là [IT] từ nhỏ đã không chú ý đến tiểu tiết, là một thiên tài. Đặc biệt thích đối đầu với những bài toán khó, lấy việc chinh phục bài toán làm niềm tự hào. Vì vậy, [IT] đã đạt được danh hiệu toán học, nổi tiếng trong vùng quê.
200026	Bài Thánh	Là con của số phận, [NAME] dần dần trở thành một trong những người chơi bài hàng đầu ở kinh thành. Khi [IT] đối đầu với người khác, luôn có thể chuẩn bị trước và điều phối toàn cục, hoặc trong tình huống tuyệt vọng lại có thể tạo ra kỳ tích.
200027	Bổ Thiên Giả	Cảm ơn người chơi [color=#D06508]Tử Phi Ngư[/color] đã cung cấp sự giúp đỡ trong thời gian thử nghiệm trò chơi. [IT] đã tìm ra nhiều lỗi nghiêm trọng bằng đôi mắt tinh tường, đóng góp xuất sắc cho sự hoàn thiện của trò chơi.
200028	Bổ Thiên Giả	Cảm ơn người chơi [color=#D06508]Chu Công Tử[/color] đã cung cấp sự giúp đỡ trong thời gian thử nghiệm trò chơi. [IT] đã dành nhiều ngày không ngủ để thử nghiệm trò chơi, và đã đưa ra những gợi ý quan trọng về giá trị của trò chơi, góp phần xuất sắc cho sự hoàn thiện của trò chơi.
200029	Bổ Thiên Giả	Cảm ơn người chơi [color=#D06508]Thực Ra Không Phải Tôi[/color] đã cung cấp sự giúp đỡ trong thời gian thử nghiệm trò chơi. [IT] đã thay đổi số phận, đào tạo một đệ tử có phẩm chất rất kém là Uyển Nhược Tuyết thành tài, đạt được thành tựu Kim Đan cấp một, và trong những lần thử nghiệm sau đã hoàn thành kỳ tích tinh thông toàn bộ công pháp, góp phần xuất sắc cho sự hoàn thiện của trò chơi.
200030	Bổ Thiên Giả	Cảm ơn người chơi [color=#D06508]Một Sợi Không Chó[/color] đã cung cấp sự giúp đỡ trong thời gian thử nghiệm trò chơi. [IT] đã cung cấp cho chúng tôi sự lồng ghép giọng nói quý giá, và đã đưa ra nhiều ý kiến quý giá cho sự phát triển nông nghiệp trong thử nghiệm, góp phần xuất sắc cho sự hoàn thiện của trò chơi.
200031	Bổ Thiên Giả	Cảm ơn người chơi [color=#D06508]Mèo Chú[/color] đã cung cấp sự giúp đỡ trong thời gian thử nghiệm trò chơi. [IT] đã hỗ trợ chúng tôi rất nhiều về mặt huyền học và văn học, và đã giúp chúng tôi tối ưu hóa hiệu suất trò chơi, góp phần xuất sắc cho sự hoàn thiện của trò chơi.
200032	Bổ Thiên Giả	Cảm ơn người chơi [color=#D06508]Phong Chi Hải[/color] đã cung cấp sự giúp đỡ trong thời gian thử nghiệm trò chơi. [IT] đã cung cấp rất nhiều sự hỗ trợ cho việc điều chỉnh giá trị trò chơi giai đoạn đầu, góp phần xuất sắc cho sự hoàn thiện của trò chơi.
200033	Bổ Thiên Giả	Cảm ơn người chơi [color=#D06508]Dạ Miêu[/color] đã cung cấp sự giúp đỡ trong thời gian thử nghiệm trò chơi. [IT] đã khám phá các công pháp tà đạo, mang đến những khả năng mới cho trò chơi, góp phần xuất sắc cho sự hoàn thiện của trò chơi.
200034	Đoạt Mệnh Đan Thanh	Khi trưởng thành, [NAME] đã trở thành một họa sĩ nổi tiếng, người tìm đến để vẽ không ngớt. Tuy nhiên, thường có người đưa ra những yêu cầu vẽ tranh quá đáng, khiến [NAME] cảm thấy rất phiền phức. Để giải quyết điều này, [NAME] đã luyện tập võ nghệ, bất cứ ai có yêu cầu mà lại đòi hỏi quá đáng, sẽ bị [IT] ra tay đoạt mạng.
200035	Dưỡng Quy Nhân	Khi trưởng thành, [NAME] đã trở thành một người nuôi rùa chuyên nghiệp. Cuộc sống nuôi rùa lâu dài đã khiến [IT] đi lại ngày càng chậm chạp. Do đó, [IT] cũng bị người khác chê bai.
200036	Nhiệt Huyết Thiếu Nữ	[NAME] từ nhỏ đã thông minh, mặc dù là con gái, nhưng có chí lớn, và có quyết tâm cháy bỏng để thực hiện điều đó. Điều này khiến [IT] khác biệt với những cô gái khác, đầy sức hấp dẫn độc đáo.
200037	Nữ Hiệp	Khi lớn lên, [NAME] theo đuổi ước mơ, trở thành một nữ hiệp hành tẩu giang hồ. [IT] có tình cảm nhạy cảm và tinh tế, có thể cảm nhận nỗi khổ của người khác, và thường dũng cảm hy sinh vì bạn bè. Tất cả những điều này đã giúp [IT] kết nối với nhiều bạn bè tri kỷ trong giang hồ, tạo dựng được một danh tiếng không nhỏ.
200038	Phượng Vũ Nhi Sinh	Có truyền thuyết rằng khi [NAME] ra đời, có phượng hoàng bay lượn trên trời cao, cùng với trăm chim vây quanh. Nhưng khi [IT] lớn lên và nghe thấy điều này thì cảm thấy đó là chuyện vô lý. Tuy nhiên, [NAME] thực sự từ nhỏ đã thể hiện tài năng đáng kinh ngạc: thông minh vượt trội, nhớ lâu. Điều này khiến [IT] tích lũy được kiến thức vượt xa người thường ngay từ khi còn nhỏ.
200039	Xuyên Việt Giả	[NAME] vốn là một người bình thường của Hoa Hạ, nhưng vì một quyển Dịch mà xuyên không đến thế giới này. Nhờ vào sự tích lũy phong phú trong thời hiện đại, [IT] sau khi xuyên không, dù là khí chất, tầm nhìn hay tư duy đều vô cùng nổi bật trong thế giới này. Bất cứ ai quen biết [IT] đều phải thán phục, kinh ngạc trước tài năng của [IT].
200040	Vô Sản Thiếu Nữ	Cha Mãu thân của [NAME] đều là tầng lớp vô sản, [IT] cũng vậy. Không có gì đặc biệt, ở Hoa Hạ, [IT] là một cô gái không hiếm. Cuộc sống nghèo khó đã rèn luyện cho [IT] một thân thể khỏe mạnh và ý chí chiến đấu kiên cường không gì có thể phá vỡ.
200041	Xuyên Việt Giả	[NAME] vốn là một người bình thường ở Hoa Hạ, nhưng vì một quyển Dịch mà xuyên không đến thế giới này. Cuộc sống khổ cực của người dân trong xã hội phong kiến đã khiến [IT] cảm động, [IT] quyết định bắt đầu cải thiện thế giới này từ việc áp dụng kiến thức nông nghiệp hiện đại.
200042	Thái Nhất Đệ Tử	Khi trưởng thành, [NAME] tình cờ trở thành đệ tử ngoại môn của Thái Nhất Môn. Mặc dù không thể tu luyện pháp thuật tiên gia, nhưng việc rèn luyện thường xuyên trong môn phái cũng đã giúp họ trở nên khỏe mạnh.
200043	Ký Nhân Ly Hạ	[NAME] sinh ra trong một gia đình giàu có, nhưng sau đó gia đình sa sút, cha mẹ ly hôn. Công tử Chu phải sống nhờ vào cơm của người khác, cuộc sống dựa vào người khác đã giúp hắn hiểu rõ cách đối nhân xử thế, nhưng cũng hình thành nên tính cách lạc quan nhưng cô độc. Mỗi khi hoàng hôn buông xuống, hắn luôn nhìn về hướng nhà, đó là thời gian mà hắn không thể quay lại.
200044	Xuyên Việt Giả	Sau khi trưởng thành, hoàn cảnh gia đình của [NAME] dần dần cải thiện, và [IT] đã đậu vào một trường đại học y khoa. Tuy nhiên, vào năm hai mươi tuổi, sau một đêm chơi game trên mạng, [IT] đã bị ba người đàn ông to lớn bắt cóc đến thế giới này, với sự hiện diện rất thấp, nên không ai phát hiện ra sự mất tích của [IT]. Trong thế giới mới, [NAME] tìm được một công việc tại một phòng khám, nhờ vào kiến thức y học hiện đại, vẻ ngoài thu hút và chỉ số cảm xúc vượt trội, [NAME] đã sống rất tốt trong thế giới này.
